t,cpu_util,mem_util
37313,0.8887,0.714
37314,0.8977,0.6335
37315,0.8584,0.6912
37316,0.9366,0.6701
37317,1.0,0.7255
37318,0.9739,0.8726
37319,1.0,0.9481
37320,1.0,0.86
37321,0.8966,0.8074
37322,0.816,0.8476
37323,0.693,0.8741
37324,0.7021,0.972
37325,0.7111,0.9307
37326,0.8247,0.8193
37327,0.9053,0.7391
37328,0.8547,0.8315
37329,0.8276,0.8379
37330,0.7564,0.898
37331,0.7645,0.862
37332,0.7392,0.7959
37333,0.7422,0.8436
37334,0.8863,0.7305
37335,1.0,0.7674
37336,0.9495,0.8934
37337,1.0,0.7038
37338,1.0,0.6275
37339,0.9912,0.6274
37340,1.0,0.5918
37341,0.9491,0.5849
37342,1.0,0.7652
37343,1.0,0.7092
37344,0.8924,0.6906
37345,0.8644,0.6106
37346,1.0,0.5004
37347,1.0,0.542
37348,1.0,0.4171
37349,1.0,0.3226
37350,1.0,0.3393
37351,1.0,0.3988
37352,1.0,0.3395
37353,1.0,0.2927
37354,1.0,0.1763
37355,0.9955,0.236
37356,0.962,0.2554
37357,1.0,0.272
37358,1.0,0.1822
37359,1.0,0.2659
37360,1.0,0.2412
37361,1.0,0.3287
37362,1.0,0.2891
37363,1.0,0.3296
37364,1.0,0.2821
37365,1.0,0.3737
37366,1.0,0.288
37367,1.0,0.3266
37368,1.0,0.2419
37369,1.0,0.224
37370,1.0,0.2922
37371,1.0,0.2152
37372,1.0,0.2701
37373,1.0,0.3457
37374,0.9343,0.1978
37375,1.0,0.2539
37376,0.8766,0.3598
37377,0.7342,0.3116
37378,0.7906,0.2563
37379,0.7491,0.142
37380,0.7611,0.0854
37381,0.6297,0.1895
37382,0.6624,0.1745
37383,0.7479,0.2335
37384,0.5894,0.2002
37385,0.6201,0.2093
37386,0.7143,0.3266
37387,0.5802,0.4472
37388,0.6007,0.4676
37389,0.6108,0.4583
37390,0.6509,0.4027
37391,0.6261,0.4768
37392,0.4842,0.4741
37393,0.4552,0.5848
37394,0.4119,0.4528
37395,0.4195,0.4261
37396,0.5541,0.4233
37397,0.4127,0.4733
37398,0.5232,0.377
37399,0.7088,0.377
37400,0.8791,0.4658
37401,1.0,0.4984
37402,1.0,0.5312
37403,1.0,0.4709
37404,0.8428,0.4607
37405,0.8139,0.3863
37406,0.9215,0.4779
37407,0.7683,0.5186
37408,0.6789,0.5341
37409,0.6909,0.553
37410,0.5259,0.654
37411,0.717,0.8152
37412,0.7745,0.8152
37413,0.8051,0.8152
37414,0.8808,0.8404
37415,0.8378,0.949
37416,0.859,0.9991
37417,0.7533,1.0
37418,0.519,1.0
37419,0.5248,1.0
37420,0.6918,0.9522
37421,0.8596,1.0
37422,0.8328,0.9471
37423,0.7985,0.9283
37424,0.638,0.8553
37425,0.7473,0.8261
37426,0.7873,0.8382
37427,0.764,0.9394
37428,0.5636,0.8941
37429,0.3901,1.0
37430,0.4186,0.8593
37431,0.2784,0.7524
37432,0.3533,0.6806
37433,0.4293,0.7405
37434,0.3114,0.6625
37435,0.3356,0.5622
37436,0.26,0.7094
37437,0.3761,0.6965
37438,0.7214,0.8136
37439,0.7084,0.8896
37440,0.8558,0.9445
37441,0.9508,1.0
37442,0.9305,0.9966
37443,0.9721,0.8903
37444,0.832,0.9221
37445,0.8392,0.8831
37446,0.8022,0.9219
37447,0.933,0.9832
37448,0.8587,0.9054
37449,0.7454,0.8479
37450,0.6415,0.8328
37451,0.73,0.9271
37452,0.7101,0.8532
37453,0.5412,0.9918
37454,0.6506,0.8465
37455,0.502,0.9682
37456,0.4571,0.9747
37457,0.4482,1.0
37458,0.3512,1.0
37459,0.1989,0.8356
37460,0.3053,0.8055
37461,0.3903,0.7875
37462,0.4111,0.879
37463,0.4621,0.8633
37464,0.3039,0.9688
37465,0.3759,1.0
37466,0.4334,1.0
37467,0.491,1.0
37468,0.5453,1.0
37469,0.6525,1.0
37470,0.6433,1.0
37471,0.6524,1.0
37472,0.5213,0.9857
37473,0.5988,0.92
37474,0.537,0.9852
37475,0.4855,1.0
37476,0.4553,1.0
37477,0.3603,1.0
37478,0.3666,1.0
37479,0.4657,1.0
37480,0.3663,1.0
37481,0.3813,1.0
37482,0.4639,1.0
37483,0.2277,1.0
37484,0.4367,1.0
37485,0.4037,1.0
37486,0.325,1.0
37487,0.3519,1.0
37488,0.3018,1.0
37489,0.3147,0.9912
37490,0.259,0.8627
37491,0.3938,0.784
37492,0.6775,0.8396
37493,0.7509,0.8617
37494,0.7683,0.9357
37495,0.7097,1.0
37496,0.8153,1.0
37497,0.7327,1.0
37498,0.7629,1.0
37499,0.7078,1.0
37500,0.5818,1.0
37501,0.5664,1.0
37502,0.4745,1.0
37503,0.6333,1.0
37504,0.5613,1.0
37505,0.5552,1.0
37506,0.4975,1.0
37507,0.3841,1.0
37508,0.4683,1.0
37509,0.4704,0.993
37510,0.7162,0.8366
37511,0.8202,0.7483
37512,0.8212,0.9573
37513,0.8518,0.8967
37514,0.8352,0.9714
37515,0.7257,0.8579
37516,0.5807,0.7436
37517,0.4811,0.7391
37518,0.6258,0.7414
37519,0.6553,0.6903
37520,0.7112,0.689
37521,0.7894,0.6261
37522,0.7649,0.7248
37523,0.7011,0.8833
37524,0.903,0.9583
37525,0.9459,0.8373
37526,0.7672,0.8661
37527,0.5883,0.8115
37528,0.6689,0.7591
37529,0.5821,0.812
37530,0.575,0.8147
37531,0.3625,0.8177
37532,0.333,0.8152
37533,0.4426,0.737
37534,0.4019,0.6525
37535,0.2998,0.6301
37536,0.2954,0.6156
37537,0.3191,0.6502
37538,0.3029,0.7213
37539,0.1649,0.7044
37540,0.231,0.7164
37541,0.1971,0.7874
37542,0.2397,0.7618
37543,0.165,0.7919
37544,0.3164,0.8036
37545,0.4068,0.772
37546,0.3855,0.6655
37547,0.4317,0.5892
37548,0.6086,0.6748
37549,0.7307,0.5446
37550,0.8801,0.6909
37551,0.9316,0.6351
37552,0.8658,0.4942
37553,0.9164,0.4571
37554,1.0,0.2845
37555,1.0,0.1626
37556,1.0,0.1901
37557,1.0,0.0832
37558,1.0,0.0
37559,1.0,0.0156
37560,1.0,0.0468
37561,1.0,0.1108
37562,1.0,0.1508
37563,1.0,0.1661
37564,1.0,0.2311
37565,0.9625,0.3204
37566,0.7044,0.3385
37567,0.416,0.3915
37568,0.4256,0.1925
37569,0.4576,0.1756
37570,0.449,0.3095
37571,0.4651,0.278
37572,0.6369,0.333
37573,0.5904,0.3642
37574,0.6324,0.3251
37575,0.8042,0.3741
37576,0.6953,0.3484
37577,0.8726,0.321
37578,0.9611,0.2938
37579,0.917,0.2383
37580,0.6527,0.1744
37581,0.7941,0.1541
37582,0.9664,0.1791
37583,0.8836,0.1674
37584,1.0,0.1509
37585,0.8708,0.376
37586,0.8914,0.4447
37587,0.8641,0.3207
37588,0.7222,0.3539
37589,0.6961,0.3889
37590,0.6932,0.68
37591,0.5746,0.7059
37592,0.6484,0.8721
37593,0.5828,0.8311
37594,0.5527,0.7616
37595,0.7048,0.6646
37596,0.6391,0.7347
37597,0.416,0.658
37598,0.405,0.6059
37599,0.4307,0.6488
37600,0.42,0.6227
37601,0.52,0.6359
37602,0.569,0.5359
37603,0.5156,0.3498
37604,0.5945,0.4646
37605,0.6461,0.5647
37606,0.6922,0.5484
37607,0.6766,0.5608
37608,0.7063,0.4892
37609,0.7169,0.4747
37610,0.686,0.6756
37611,0.7346,0.818
37612,0.7886,0.8338
37613,0.8399,0.6742
37614,0.8946,0.7151
37615,0.6599,0.6914
37616,0.7523,0.6567
37617,0.6533,0.656
37618,0.7676,0.81
37619,0.6282,0.8155
37620,0.79,0.8887
37621,0.5671,0.9134
37622,0.6061,0.9347
37623,0.5742,0.9768
37624,0.6268,0.9306
37625,0.803,0.8111
37626,0.8216,0.9327
37627,0.9094,0.7998
37628,1.0,0.8172
37629,0.9729,0.956
37630,0.9955,0.9717
37631,1.0,1.0
37632,1.0,1.0
37633,1.0,1.0
37634,1.0,1.0
37635,1.0,1.0
37636,1.0,1.0
37637,1.0,1.0
37638,1.0,1.0
37639,1.0,0.9543
37640,0.9476,0.9629
37641,1.0,0.9058
37642,0.9965,0.9017
37643,0.9062,0.8915
37644,0.7772,0.9053
37645,0.7669,0.959
37646,0.7483,1.0
37647,0.8181,1.0
37648,0.6891,1.0
37649,0.5212,1.0
37650,0.3446,1.0
37651,0.408,1.0
37652,0.5261,1.0
37653,0.9102,1.0
37654,0.8206,1.0
37655,0.803,1.0
37656,0.5524,1.0
37657,0.704,1.0
37658,0.8046,1.0
37659,0.8771,1.0
37660,0.7678,0.8851
37661,0.7191,0.7606
37662,0.6914,0.7835
37663,0.8554,0.6288
37664,0.9422,0.519
37665,0.9067,0.399
37666,0.9509,0.3895
37667,0.8439,0.4166
37668,0.6724,0.2725
37669,0.6669,0.348
37670,0.5548,0.3608
37671,0.3929,0.2665
37672,0.4116,0.2849
37673,0.3995,0.2389
37674,0.3137,0.1936
37675,0.293,0.1103
37676,0.3512,0.1303
37677,0.3461,0.1309
37678,0.3778,0.1307
37679,0.3769,0.1412
37680,0.566,0.1802
37681,0.7057,0.1829
37682,0.717,0.0424
37683,0.6342,0.0627
37684,0.5815,0.0086
37685,0.4582,0.124
37686,0.3906,0.179
37687,0.4729,0.2768
37688,0.4248,0.2478
37689,0.4211,0.335
37690,0.5532,0.2579
37691,0.6158,0.2718
37692,0.6269,0.2139
37693,0.6192,0.2789
37694,0.6034,0.4313
37695,0.7013,0.4679
37696,0.7311,0.3555
37697,0.7039,0.313
37698,0.5763,0.5711
37699,0.6307,0.6398
37700,0.6685,0.5783
37701,0.5118,0.6547
37702,0.5058,0.6643
37703,0.549,0.8738
37704,0.5304,0.8704
37705,0.7203,0.8411
37706,0.872,0.8277
37707,0.7372,0.7895
37708,0.7105,0.7267
37709,0.8068,0.6336
37710,0.7932,0.5959
37711,0.8622,0.6596
37712,0.7893,0.6387
37713,0.6278,0.593
37714,0.7008,0.4892
37715,0.6675,0.552
37716,0.927,0.6846
37717,1.0,0.6154
37718,0.8881,0.5658
37719,0.9461,0.4955
37720,0.9267,0.5672
37721,0.9679,0.6538
37722,0.8822,0.6659
37723,0.9043,0.5702
37724,1.0,0.6046
37725,1.0,0.6252
37726,1.0,0.6528
37727,1.0,0.5692
37728,1.0,0.4834
37729,1.0,0.3602
37730,1.0,0.464
37731,1.0,0.5662
37732,1.0,0.4401
37733,1.0,0.3847
37734,1.0,0.3318
37735,1.0,0.4173
37736,1.0,0.4335
37737,1.0,0.5656
37738,1.0,0.5457
37739,0.973,0.4426
37740,1.0,0.392
37741,1.0,0.3295
37742,1.0,0.4265
37743,1.0,0.5892
37744,1.0,0.6309
37745,1.0,0.5759
37746,1.0,0.5994
37747,1.0,0.4709
37748,1.0,0.462
37749,1.0,0.3356
37750,1.0,0.3867
37751,1.0,0.3839
37752,1.0,0.4601
37753,0.8287,0.527
37754,0.8094,0.4876
37755,1.0,0.5752
37756,0.9234,0.4835
37757,1.0,0.701
37758,1.0,0.5917
37759,1.0,0.6537
37760,1.0,0.753
37761,1.0,0.7633
37762,1.0,0.6761
37763,1.0,0.6132
37764,1.0,0.5329
37765,1.0,0.5371
37766,1.0,0.605
37767,1.0,0.6455
37768,1.0,0.6501
37769,1.0,0.5384
37770,1.0,0.679
37771,1.0,0.6638
37772,1.0,0.6328
37773,1.0,0.652
37774,1.0,0.5192
37775,1.0,0.5198
37776,1.0,0.5083
37777,1.0,0.5003
37778,1.0,0.6039
37779,1.0,0.5057
37780,1.0,0.5084
37781,1.0,0.4648
37782,1.0,0.4549
37783,1.0,0.5293
37784,1.0,0.5238
37785,0.8974,0.5069
37786,0.8794,0.3247
37787,1.0,0.4004
37788,1.0,0.2806
37789,1.0,0.2577
37790,0.9496,0.2049
37791,0.8632,0.0402
37792,0.7972,0.0757
37793,0.9628,0.0649
37794,0.9742,0.1294
37795,0.9659,0.1938
37796,0.9825,0.2612
37797,0.9549,0.3173
37798,1.0,0.3701
37799,1.0,0.4577
37800,1.0,0.4941
37801,1.0,0.5175
37802,1.0,0.5094
37803,1.0,0.5356
37804,1.0,0.5818
37805,1.0,0.6238
37806,0.9873,0.6104
37807,1.0,0.7818
37808,1.0,0.899
37809,1.0,0.8235
37810,1.0,0.8158
37811,1.0,0.9381
37812,1.0,0.8556
37813,0.9601,0.7485
37814,1.0,0.9586
37815,1.0,0.9073
37816,1.0,0.7354
37817,1.0,0.6662
37818,1.0,0.6312
37819,1.0,0.6967
37820,1.0,0.6974
37821,1.0,0.5826
37822,1.0,0.3502
37823,1.0,0.4012
37824,1.0,0.4159
37825,1.0,0.5216
37826,1.0,0.4757
37827,1.0,0.4607
37828,1.0,0.4248
37829,1.0,0.3844
37830,1.0,0.4252
37831,1.0,0.3972
37832,1.0,0.2721
37833,1.0,0.3918
37834,1.0,0.4192
37835,1.0,0.4807
37836,1.0,0.5918
37837,1.0,0.577
37838,1.0,0.5631
37839,1.0,0.4798
37840,1.0,0.5548
37841,1.0,0.4339
37842,0.9295,0.4581
37843,0.9264,0.5071
37844,1.0,0.4069
37845,1.0,0.5149
37846,0.8995,0.3614
37847,0.8345,0.2666
37848,0.8729,0.2792
37849,0.9897,0.3511
37850,1.0,0.2536
37851,1.0,0.3273
37852,1.0,0.4056
37853,1.0,0.3838
37854,1.0,0.4049
37855,1.0,0.5081
37856,1.0,0.6359
37857,1.0,0.5952
37858,1.0,0.5307
37859,1.0,0.5227
37860,1.0,0.4413
37861,1.0,0.5497
37862,1.0,0.5929
37863,1.0,0.5948
37864,1.0,0.6865
37865,1.0,0.7469
37866,1.0,0.8209
37867,1.0,0.8585
37868,1.0,0.9634
37869,1.0,0.8412
37870,1.0,0.8754
37871,0.88,0.992
37872,0.7837,0.953
37873,0.8543,0.8951
37874,0.9398,0.8558
37875,1.0,0.8477
37876,1.0,0.9263
37877,1.0,0.9157
37878,1.0,0.9957
37879,1.0,1.0
37880,1.0,1.0
37881,0.966,1.0
37882,0.926,1.0
37883,0.9,0.9096
37884,0.9139,0.7047
37885,0.8363,0.6711
37886,0.7822,0.4681
37887,0.8698,0.4679
37888,0.7525,0.5281
37889,0.7533,0.5348
37890,0.7019,0.3133
37891,0.5463,0.2928
37892,0.5266,0.3488
37893,0.4591,0.4608
37894,0.4426,0.5086
37895,0.4771,0.5121
37896,0.2843,0.5534
37897,0.4218,0.7031
37898,0.7499,0.7013
37899,0.6666,0.5786
37900,0.6229,0.5421
37901,0.5582,0.4849
37902,0.4706,0.3966
37903,0.6948,0.348
37904,0.6775,0.579
37905,0.7616,0.4982
37906,0.8898,0.462
37907,0.9984,0.6908
37908,1.0,0.7325
37909,0.9705,0.7542
37910,1.0,0.7903
37911,1.0,0.797
37912,1.0,0.7509
37913,1.0,0.7696
37914,0.9566,0.8058
37915,0.952,0.6612
37916,1.0,0.621
37917,0.8248,0.4832
37918,0.7856,0.4147
37919,0.6792,0.4626
37920,0.7802,0.4324
37921,0.7271,0.4187
37922,0.8459,0.2069
37923,0.7745,0.1133
37924,0.8086,0.0385
37925,0.6726,0.0
37926,0.6706,0.0
37927,0.57,0.0
37928,0.7367,0.0847
37929,0.8498,0.2089
37930,0.8714,0.3363
37931,0.9726,0.3772
37932,0.9165,0.4033
37933,0.9743,0.4357
37934,0.9601,0.3631
37935,1.0,0.3963
37936,1.0,0.3653
37937,0.9969,0.2783
37938,0.8085,0.1493
37939,0.746,0.0
37940,0.9327,0.0
37941,0.917,0.0
37942,0.8424,0.0
37943,0.8478,0.0
37944,0.6958,0.0
37945,0.6564,0.0
37946,0.6851,0.0
37947,0.7431,0.0
37948,0.7834,0.0
37949,0.9385,0.0292
37950,0.8672,0.0
37951,0.7164,0.0
37952,0.6876,0.0042
37953,0.6395,0.0
37954,0.669,0.0
37955,0.6494,0.0
37956,0.6741,0.0747
37957,0.6934,0.0847
37958,0.7899,0.0614
37959,0.7917,0.2529
37960,0.8153,0.3424
37961,0.9953,0.4407
37962,0.8244,0.487
37963,0.844,0.5419
37964,0.8328,0.5668
37965,0.8385,0.5595
37966,0.8971,0.4148
37967,0.8114,0.317
37968,0.7563,0.3845
37969,0.8343,0.4912
37970,0.8195,0.5119
37971,0.7251,0.4292
37972,0.81,0.4541
37973,0.8752,0.4921
37974,0.8895,0.3459
37975,0.9282,0.4781
37976,0.9803,0.5538
37977,0.964,0.4727
37978,0.9886,0.4729
37979,0.8616,0.4533
37980,0.8396,0.5642
37981,0.9357,0.5221
37982,1.0,0.4313
37983,1.0,0.4304
37984,1.0,0.3554
37985,0.9949,0.4442
37986,0.8417,0.4447
37987,0.9084,0.3575
37988,0.9092,0.3101
37989,0.8099,0.2859
37990,0.7919,0.2744
37991,0.8646,0.157
37992,0.8681,0.0824
37993,0.7975,0.1253
37994,0.9016,0.2473
37995,0.9325,0.2205
37996,0.8511,0.2436
37997,0.8528,0.445
37998,0.6404,0.4709
37999,0.676,0.3206
38000,0.9634,0.3772
38001,1.0,0.4037
38002,1.0,0.3772
38003,1.0,0.2958
38004,1.0,0.374
38005,1.0,0.1661
38006,1.0,0.1496
38007,0.8822,0.1395
38008,0.8442,0.1017
38009,0.7833,0.1135
38010,0.7752,0.0336
38011,0.7024,0.1011
38012,0.7689,0.3552
38013,0.9742,0.2933
38014,1.0,0.3394
38015,1.0,0.3634
38016,1.0,0.3904
38017,1.0,0.3628
38018,1.0,0.3746
38019,1.0,0.4021
38020,1.0,0.4757
38021,1.0,0.5408
38022,1.0,0.6476
38023,1.0,0.5886
38024,1.0,0.6054
38025,1.0,0.5946
38026,1.0,0.665
38027,1.0,0.539
38028,1.0,0.6309
38029,1.0,0.6569
38030,1.0,0.7526
38031,1.0,0.7522
38032,1.0,0.7335
38033,1.0,0.6773
38034,1.0,0.6436
38035,1.0,0.4814
38036,1.0,0.475
38037,1.0,0.4396
38038,1.0,0.4551
38039,1.0,0.4065
38040,1.0,0.444
38041,1.0,0.4413
38042,1.0,0.3031
38043,1.0,0.3204
38044,1.0,0.3991
38045,1.0,0.4805
38046,0.8764,0.4156
38047,0.9764,0.3041
38048,0.9673,0.4048
38049,1.0,0.4474
38050,1.0,0.3776
38051,1.0,0.3214
38052,1.0,0.3366
38053,1.0,0.4175
38054,1.0,0.3996
38055,1.0,0.29
38056,1.0,0.1515
38057,1.0,0.1056
38058,1.0,0.0603
38059,1.0,0.0
38060,1.0,0.1329
38061,0.9304,0.0279
38062,0.9766,0.0
38063,0.8985,0.1907
38064,0.9059,0.1445
38065,0.8853,0.1632
38066,0.8823,0.2955
38067,0.966,0.3
38068,0.9751,0.3447
38069,0.9422,0.3032
38070,0.9764,0.2473
38071,1.0,0.1344
38072,1.0,0.1377
38073,0.9764,0.1882
38074,0.831,0.3616
38075,0.7965,0.3297
38076,0.6776,0.438
38077,0.4395,0.5212
38078,0.4233,0.4671
38079,0.4752,0.4768
38080,0.6248,0.4869
38081,0.6268,0.3825
38082,0.6614,0.3731
38083,0.7149,0.3167
38084,0.7225,0.3115
38085,0.6546,0.312
38086,0.874,0.3213
38087,0.7664,0.2861
38088,0.8048,0.2157
38089,0.7215,0.0914
38090,0.7317,0.1881
38091,0.7711,0.2081
38092,0.7473,0.3074
38093,0.6236,0.3083
38094,0.5927,0.3202
38095,0.7105,0.3111
38096,0.5597,0.2949
38097,0.7298,0.3277
38098,0.7378,0.3159
38099,0.8074,0.4059
38100,0.6966,0.5262
38101,0.6819,0.635
38102,0.6162,0.7589
38103,0.6499,0.6626
38104,0.5433,0.7581
38105,0.489,0.7607
38106,0.7063,0.7643
38107,0.7707,0.7022
38108,0.8052,0.6699
38109,0.8363,0.4926
38110,0.9753,0.5434
38111,0.9489,0.5313
38112,1.0,0.4946
38113,0.7776,0.6076
38114,0.7617,0.6101
38115,0.7277,0.5377
38116,0.6739,0.5408
38117,0.7491,0.6822
38118,0.7332,0.6704
38119,0.7155,0.7342
38120,0.6363,0.6731
38121,0.6001,0.7118
38122,0.4044,0.7258
38123,0.3877,0.7229
38124,0.2618,0.6809
38125,0.4381,0.657
38126,0.5246,0.5058
38127,0.6247,0.3825
38128,0.4964,0.2685
38129,0.5903,0.1618
38130,0.5291,0.1585
38131,0.5653,0.1378
38132,0.5534,0.0737
38133,0.4229,0.1927
38134,0.333,0.1891
38135,0.4172,0.2784
38136,0.4941,0.1749
38137,0.3672,0.2271
38138,0.4975,0.3224
38139,0.4695,0.367
38140,0.3528,0.3423
38141,0.3152,0.3314
38142,0.1989,0.3708
38143,0.1514,0.3861
38144,0.131,0.4836
38145,0.2111,0.4146
38146,0.3168,0.5005
38147,0.4422,0.5297
38148,0.5338,0.55
38149,0.3517,0.5391
38150,0.2247,0.6281
38151,0.3582,0.5577
38152,0.3287,0.4689
38153,0.3334,0.4778
38154,0.415,0.4292
38155,0.5583,0.461
38156,0.6124,0.62
38157,0.5308,0.627
38158,0.4172,0.6434
38159,0.3243,0.7698
38160,0.4655,0.7953
38161,0.5633,0.8738
38162,0.5747,0.8427
38163,0.4385,0.83
38164,0.5407,0.7687
38165,0.5676,0.7998
38166,0.4976,0.8318
38167,0.5023,0.881
38168,0.5629,0.9056
38169,0.5252,0.8836
38170,0.4303,0.9177
38171,0.4627,1.0
38172,0.4997,1.0
38173,0.3204,0.8979
38174,0.3322,0.8088
38175,0.2663,0.8214
38176,0.3357,0.7454
38177,0.3188,0.8933
38178,0.1965,0.8193
38179,0.0,0.8256
38180,0.0432,0.9298
38181,0.0,0.7862
38182,0.0,0.8514
38183,0.0,0.9122
38184,0.0,0.915
38185,0.0,0.881
38186,0.0751,0.9269
38187,0.2163,0.9155
38188,0.3993,0.8878
38189,0.5163,0.73
38190,0.5414,0.7386
38191,0.7439,1.0
38192,0.7855,0.9068
38193,0.564,0.8053
38194,0.5425,0.7441
38195,0.3568,0.7033
38196,0.2913,0.6313
38197,0.1563,0.7229
38198,0.2158,0.8706
38199,0.249,0.8159
38200,0.3932,0.756
38201,0.3118,0.7644
38202,0.2654,0.6699
38203,0.3954,0.6519
38204,0.3594,0.6953
38205,0.3046,0.7456
38206,0.3956,0.7861
38207,0.4627,0.7428
38208,0.5703,0.7493
38209,0.625,0.7169
38210,0.5893,0.7842
38211,0.7323,0.8118
38212,0.819,0.9377
38213,0.8113,0.9522
38214,0.8944,0.8715
38215,0.8833,0.7655
38216,0.7814,0.7734
38217,0.7884,0.5818
38218,0.9766,0.5518
38219,1.0,0.5088
38220,1.0,0.45
38221,0.981,0.4688
38222,0.8487,0.3929
38223,0.8168,0.2764
38224,0.7502,0.3301
38225,0.7495,0.3131
38226,0.7621,0.3529
38227,0.6167,0.3782
38228,0.5371,0.431
38229,0.5098,0.4563
38230,0.5629,0.5101
38231,0.6172,0.6507
38232,0.518,0.6768
38233,0.4046,0.72
38234,0.3247,0.7256
38235,0.4231,0.5708
38236,0.3896,0.5627
38237,0.4157,0.6733
38238,0.4717,0.7109
38239,0.6058,0.6695
38240,0.4885,0.6982
38241,0.6204,0.6071
38242,0.6821,0.6638
38243,0.8498,0.6242
38244,0.9828,0.6387
38245,0.9796,0.5575
38246,0.8908,0.5784
38247,0.9474,0.3889
38248,0.8231,0.3646
38249,0.8385,0.3147
38250,0.7572,0.2696
38251,0.7302,0.0094
38252,0.5106,0.0
38253,0.5116,0.027
38254,0.5331,0.0
38255,0.4881,0.0435
38256,0.4903,0.1393
38257,0.3924,0.1828
38258,0.4857,0.2318
38259,0.4989,0.2693
38260,0.7328,0.3277
38261,0.7604,0.2861
38262,0.7956,0.2313
38263,0.7439,0.1808
38264,0.8609,0.2527
38265,0.8101,0.2002
38266,0.9774,0.1937
38267,1.0,0.1768
38268,1.0,0.2088
38269,1.0,0.2754
38270,0.9266,0.3393
38271,0.7816,0.2076
38272,0.8069,0.252
38273,0.802,0.2631
38274,0.863,0.2914
38275,0.8499,0.2777
38276,0.9296,0.2275
38277,0.9133,0.3207
38278,0.8832,0.3165
38279,0.8827,0.4264
38280,0.9496,0.4317
38281,0.9001,0.4388
38282,0.981,0.3907
38283,0.8932,0.3988
38284,0.8521,0.4818
38285,0.658,0.4773
38286,0.626,0.5001
38287,0.5175,0.6355
38288,0.582,0.5396
38289,0.6388,0.4688
38290,0.7636,0.5
38291,0.9265,0.3688
38292,0.8989,0.4208
38293,0.8152,0.3658
38294,0.8564,0.3409
38295,0.8097,0.4209
38296,0.7438,0.3294
38297,0.7399,0.1827
38298,0.679,0.0318
38299,0.886,0.079
38300,0.8503,0.1689
38301,0.8398,0.1021
38302,0.9137,0.2088
38303,1.0,0.2209
38304,1.0,0.2406
38305,0.8723,0.3303
38306,0.856,0.1998
38307,0.6776,0.2687
38308,0.6271,0.1354
38309,0.9541,0.1639
38310,0.8433,0.0488
38311,0.7163,0.1044
38312,0.7884,0.1644
38313,0.7513,0.2408
38314,0.8605,0.2416
38315,0.7529,0.1651
38316,0.8147,0.2198
38317,0.6548,0.2202
38318,0.5635,0.2487
38319,0.5519,0.2534
38320,0.5189,0.2594
38321,0.7778,0.4322
38322,0.8755,0.5077
38323,0.9656,0.5462
38324,0.9353,0.5143
38325,0.7842,0.5191
38326,0.9473,0.5974
38327,0.7729,0.6087
38328,0.7142,0.5728
38329,0.7708,0.4372
38330,1.0,0.4109
38331,1.0,0.4698
38332,1.0,0.3708
38333,1.0,0.4938
38334,1.0,0.5143
38335,1.0,0.6265
38336,1.0,0.6157
38337,1.0,0.4355
38338,1.0,0.4067
38339,1.0,0.3574
38340,1.0,0.2943
38341,1.0,0.3406
38342,1.0,0.2739
38343,1.0,0.1671
38344,1.0,0.129
38345,1.0,0.2094
38346,1.0,0.1985
38347,1.0,0.1368
38348,1.0,0.1171
38349,1.0,0.2179
38350,1.0,0.2661
38351,1.0,0.316
38352,1.0,0.3591
38353,1.0,0.2303
38354,1.0,0.2291
38355,1.0,0.3181
38356,1.0,0.1478
38357,1.0,0.0039
38358,1.0,0.0
38359,1.0,0.0
38360,1.0,0.0
38361,0.9032,0.0
38362,0.9804,0.0
38363,1.0,0.0997
38364,0.9021,0.0672
38365,0.8615,0.0
38366,0.7598,0.0
38367,0.7814,0.0155
38368,0.911,0.0442
38369,0.8772,0.1186
38370,0.8177,0.1088
38371,0.8509,0.1479
38372,0.6309,0.3645
38373,0.7182,0.3352
38374,0.823,0.3382
38375,0.8174,0.3781
38376,0.7675,0.5801
38377,0.736,0.6427
38378,0.7064,0.6427
38379,0.7004,0.5975
38380,0.5443,0.6987
38381,0.5935,0.6812
38382,0.5621,0.7932
38383,0.571,0.7579
38384,0.5197,0.6971
38385,0.5668,0.5701
38386,0.7064,0.6056
38387,0.7269,0.4538
38388,0.5619,0.5532
38389,0.5692,0.4334
38390,0.5968,0.2876
38391,0.5964,0.2897
38392,0.525,0.3718
38393,0.5292,0.3648
38394,0.6219,0.4286
38395,0.5962,0.4543
38396,0.7394,0.5082
38397,0.6724,0.6313
38398,0.5707,0.5669
38399,0.554,0.574
38400,0.358,0.4122
38401,0.3742,0.5226
38402,0.3573,0.4918
38403,0.4431,0.494
38404,0.2851,0.4658
38405,0.3823,0.4102
38406,0.4137,0.4716
38407,0.5865,0.5156
38408,0.5752,0.4681
38409,0.6155,0.6055
38410,0.6832,0.6671
38411,0.4807,0.7868
38412,0.6027,0.6235
38413,0.5947,0.5657
38414,0.4729,0.6384
38415,0.4767,0.5325
38416,0.605,0.4958
38417,0.5755,0.4114
38418,0.5921,0.4447
38419,0.3974,0.4176
38420,0.3269,0.338
38421,0.4164,0.4814
38422,0.5364,0.5324
38423,0.5657,0.5798
38424,0.6308,0.5909
38425,0.5942,0.6542
38426,0.6015,0.691
38427,0.5004,0.5365
38428,0.4613,0.6903
38429,0.4704,0.8247
38430,0.3255,0.7773
38431,0.5837,0.6353
38432,0.5191,0.5452
38433,0.5491,0.4613
